"cc_num","merchant","category","amount","first_name","last_name","gender","street","city","state","zip","lat","long","city_pop","job","dob","trans_num","merch_lat","merch_long","is_fraud_from_api","is_fraud","cur_time"
4474324669797121,fraud_Terry-Huel,shopping_net,1.23,Matthew,Russell,M,"168 Michael Coves Suite 343",June Lake,CA,"93529",37.777300,-119.082500,633,Health service manager,1927-09-09,"77686d9272b5b65c950d33cbd50d46a5",38.687355,-119.435872,false,,1742319638688
4181833256558613886,"fraud_Hettinger, McCullough and Fay",home,7.67,Jessica,Potter,F,"7600 Stephen Course Suite 031",Red River,NM,"87558",36.665900,-105.469400,606,"Surveyor, land/geomatics",1988-09-06,"338686040abfa1e40082ef4da48b510c",36.067754,-104.775840,false,,1742319705167
581686439828,fraud_Connelly-Carter,home,71.74,Larry,House,M,"911 Sabrina Trafficway",Cochranton,PA,"16314",41.520500,-80.057300,5507,Retail merchandiser,1973-07-28,"97df165a4a54c23fc01f95addbaf55e5",40.563885,-80.435780,false,,1742319771379
3551217896304745,fraud_Roob LLC,grocery_net,37.87,Sara,Harris,F,"597 Jenny Ford Apt. 543",Tupper Lake,NY,"12986",44.232000,-74.490500,6120,Chartered loss adjuster,1976-10-09,e54dc8f623f51a9d0ebfe005ce11015c,44.383307,-74.541581,false,,1742319837702
5456776410929288,fraud_Heller PLC,health_fitness,22.86,Taylor,Khan,F,"658 Diane Glen Apt. 677",North Washington,PA,"16048",41.047200,-79.808900,139,Patent attorney,1954-05-25,"767c149a5fa35619d6927ae7b3539cfa",40.740323,-78.946150,false,,1742319903755
213174467670432,"fraud_Tillman, Dickinson and Labadie",gas_transport,45.81,James,Bishop,M,"7055 Fernandez Estates Apt. 676",Cecilton,MD,"21913",39.401500,-75.865400,663,Podiatrist,1969-01-14,"05d4fcd5b07b6881670ac5553d0e81b9",38.799843,-74.986557,false,,1742319969972
4292902571056973207,"fraud_Bernhard, Grant and Langworth",shopping_pos,137.71,Jeffrey,Smith,M,"135 Joseph Mountains",Sula,MT,"59871",45.843300,-113.874800,218,"Therapist, horticultural",1995-08-16,a072a58f70045a37902413897368b87a,45.973965,-113.842728,false,,1742320036229
4642894980163,fraud_O'Keefe-Hudson,grocery_pos,50.58,Eddie,Mendez,M,"1831 Faith View Suite 653",Clarinda,IA,"51632",40.749100,-95.038000,7297,IT trainer,1990-07-13,"2f84fba4c4bbc2ae59e7cc0ca0b80523",41.286660,-94.858991,false,,1742320103344
30029052116970,fraud_Barrows PLC,shopping_pos,2.00,Curtis,Young,M,"4319 Watson Shoals Suite 658",Falconer,NY,"14733",42.123900,-79.189500,3833,Metallurgist,1970-10-09,c244d4cc00bf67433843345b9d94717c,41.907813,-78.225683,false,,1742320169958
6573561108825071,"fraud_Swaniawski, Lowe and Robel",shopping_pos,9.02,Kristina,Lewis,F,"5449 Brandi Heights Apt. 111",Tulsa,OK,"74130",36.239500,-95.959600,413574,Bookseller,1968-06-18,a7a95c22d4fe2b0d9eb33dafa9abf51d,35.925863,-96.227872,false,,1742320236307
6011999606625827,"fraud_Ruecker, Beer and Collier",shopping_net,6.29,Ronald,Carson,M,"870 Rocha Drive",Harrington Park,NJ,"7640",40.991800,-73.980000,4664,"Radiographer, diagnostic",1965-06-30,"5d98a66cd45f889cd27c8acceed608c7",41.341034,-74.814962,false,,1742320302629
30197398657930,"fraud_Ferry, Reichel and DuBuque",grocery_net,89.45,April,Johnson,F,"9727 Deleon Mountain",Creedmoor,NC,"27522",36.112400,-78.647600,12335,Chief Strategy Officer,1987-09-19,a3b141979a5e534a409bba4bf4699358,35.944585,-79.426235,false,,1742320368858
4424338559877976,fraud_Haley Group,misc_pos,1.42,Denise,Barnett,F,"23220 Eaton Harbors",Kirby,OH,"43330",40.813000,-83.419600,118,Private music teacher,1957-11-12,cfe8c1881b543102e968194506e70320,39.982210,-83.705708,false,,1742320435210
4989847570577635369,"fraud_Douglas, Schneider and Turner",shopping_pos,28.30,Vanessa,Anderson,F,"21178 Brittney Locks",Prosperity,SC,"29127",34.183200,-81.532400,8333,Archaeologist,1994-07-09,"450b4773be212266e6724ebf3a322586",34.945624,-80.723904,false,,1742320501723
38588538868506,"fraud_Christiansen, Goyette and Schamberger",gas_transport,63.23,Jacqueline,Curry,F,"3047 Jeff Place",Marathon,TX,"79842",30.188600,-103.221400,498,Lexicographer,1990-11-23,cbdebdfdfb6ff59c92defcb563c4394f,30.541345,-103.686202,false,,1742320567963
180067784565096,fraud_Corwin-Collins,gas_transport,68.30,Mary,Juarez,F,"35440 Ryan Islands",North Prairie,WI,"53153",42.938500,-88.395000,2328,Applications developer,1942-01-06,"0da42d4709c09375645cc9976fa196e2",43.015868,-88.478298,false,,1742320634445
180049032966888,"fraud_Lang, Towne and Schuppe",kids_pets,57.39,Michael,Flores,M,"70761 Fitzpatrick Brooks Suite 631",Saxon,WI,"54559",46.495900,-90.438300,795,Television/film/video producer,1986-04-15,"6ae073934c59ea720f4b95035cc07a1a",47.321794,-90.341779,false,,1742320700842
30263540414123,fraud_Kunde-Sanford,misc_net,11.73,Erik,Patterson,M,"162 Jessica Row Apt. 072",Hatch,UT,"84735",37.717500,-112.477700,258,Geoscientist,1961-11-24,"02e739fdde412f2db55e314a2532c236",38.215150,-112.442422,false,,1742320768680
30560609640617,fraud_Kuhn Group,food_dining,96.47,Michael,Olson,M,"558 Michael Estates",Luray,MO,"63453",40.493100,-91.891200,519,Town planner,1966-02-13,"93d21c7b37a5e2671996700df3fe04f8",40.849860,-92.358486,false,,1742320925628
4265776278887457,"fraud_Prosacco, Kreiger and Kovacek",home,74.97,Christine,Best,F,"68248 Deanna Land",Enola,AR,"72047",35.208700,-92.212300,969,"Physicist, medical",1954-01-05,"6bbc0f2ef8c5cb2eeed3adc5cb30b415",35.226930,-91.977237,false,,1742320991899
4981132848794,fraud_Mohr Inc,shopping_pos,104.07,Joseph,Spencer,M,"7854 Stephanie Island Suite 788",Holloway,OH,"43985",40.011300,-80.970100,128,Child psychotherapist,1946-04-03,"89b5fb05f8502ce77706d9ff25e0c2f0",40.786284,-81.022017,false,,1742321124789
4855488158131690372,"fraud_Zieme, Bode and Dooley",gas_transport,70.08,Jeremy,Roberson,M,"25887 Martin Inlet",Graniteville,VT,"5654",44.155400,-72.484700,970,Agricultural consultant,1993-09-29,"6aa88c69600d1049a36dcf384c6ec1d5",43.298411,-72.507889,false,,1742321191318
38530489946071,"fraud_Huel, Hammes and Witting",grocery_pos,91.15,Laura,Johns,F,"95835 Garcia Rue",Arcadia,SC,"29320",34.957200,-81.991600,530,Animal technologist,1989-05-14,eef85c5c3b5a26feb2e363a2c1c14d45,34.257845,-81.592724,false,,1742321259256
3521815216091574,fraud_Eichmann-Kilback,home,90.88,Wayne,Marsh,M,"172 Leonard Island",Dumont,CO,"80436",39.753200,-105.635600,565,Mental health nurse,1978-08-27,"93e377c7b93eca32ab7dc51722259462",38.760170,-105.796283,false,,1742321325529
30030380240193,fraud_Bauch-Raynor,grocery_pos,104.83,William,Jenkins,M,"50614 Kevin Point",Harper,TX,"78631",30.281600,-99.241000,2395,"Pharmacist, community",1993-11-17,"70af8111fbc2fc286b9ddf954fb3ebdc",30.781803,-98.702013,false,,1742321391860
374930071163758,fraud_Bradtke PLC,grocery_pos,51.03,Daniel,Escobar,M,"61390 Hayes Port",Romulus,MI,"48174",42.220300,-83.358300,31515,Police officer,1971-11-05,"4de9b4b97c8b0015221c9185a97999b7",41.234649,-82.771333,false,,1742321459934
30273037698427,fraud_Ankunding LLC,shopping_net,7.00,Andrew,Patterson,M,"06959 Stephen Branch Suite 246",Thida,AR,"72165",35.576200,-91.453900,111,Careers information officer,2000-06-13,"3eed77c7b7375f1c0a260920fafae3be",34.963808,-90.918577,false,,1742321526401
3583793405872580,"fraud_Ferry, Lynch and Kautzer",misc_net,82.20,Beth,Lambert,F,"6447 Johnson Estates Apt. 986",Roosevelt,OK,"73564",34.847000,-98.983600,551,Amenity horticulturist,1970-09-27,"702c5d214e032477a6f4dd43401ded1c",34.601860,-99.795099,false,,1742321592748
372520049757633,fraud_Kihn Inc,shopping_pos,66.22,Lori,Ramirez,F,"4293 Ramirez Squares",Ranier,MN,"56668",48.603100,-93.297700,136,Ceramics designer,2000-02-20,"31d6789c32d10d617ea6bd06f4855797",48.141910,-92.729269,false,,1742321659612
3546674063249004,fraud_Boyer PLC,shopping_net,1.96,Jordan,May,M,"1626 Susan Course",Aledo,TX,"76008",32.700400,-97.603900,13602,Optometrist,1984-07-05,"4fc7a93f9eac1b72cd4439b0a6384b74",33.049293,-97.262992,false,,1742321725889
2450829271795901,fraud_Streich Ltd,home,54.44,Timothy,Kirby,M,"7309 Sophia Causeway Suite 702",Sauk Rapids,MN,"56379",45.604000,-94.159100,16163,Hydrographic surveyor,1987-02-22,"7df84afaf49ae24ce72b65563deee08f",45.309633,-94.286718,false,,1742321792409
676234256292,fraud_Koepp-Parker,grocery_pos,113.25,David,Vasquez,M,"06539 Gregory Mountains Suite 029",Parker Dam,CA,"92267",34.298000,-114.156000,126,Marketing executive,1992-10-07,"2daf9a2ae1e1ea1fa92192c987aab895",34.229013,-114.898837,false,,1742321858895
675945690716,fraud_Lockman Ltd,grocery_pos,57.82,Ellen,Smith,F,"285 George Lake",Beaver Falls,PA,"15010",40.768700,-80.359200,28425,Podiatrist,2000-06-09,cedbc5e37e2e72aa332121f4bf5f0ff6,41.672947,-79.401865,false,,1742321925520
213163860545705,"fraud_Dare, Casper and Bartoletti",kids_pets,53.63,Mark,Tyler,M,"82201 Bradley Radial Suite 703",Avera,GA,"30803",33.141000,-82.515000,741,Claims inspector/assessor,1986-04-28,"2184f3b00e91ed3a2e279945a57afac1",32.760920,-81.683507,false,,1742321991915
4979422371139333,"fraud_Tillman, Dickinson and Labadie",gas_transport,71.21,Kelly,Zimmerman,F,"1893 Katie Tunnel",Westerville,NE,"68881",41.419300,-99.384400,73,Product designer,1935-02-10,c5809930255ea4977008ba4d36d010c6,41.546983,-99.720459,false,,1742322060438
6011104316292105,fraud_Barton LLC,kids_pets,118.02,Valerie,Davis,F,"3861 Anderson Ramp Apt. 536",Drakes Branch,VA,"23937",36.968800,-78.561500,1970,Energy engineer,1985-09-02,"54647c58f132b84a4f1c433b8d589c34",37.076247,-77.966044,false,,1742322127810
4377338765909719,fraud_Trantow PLC,grocery_net,20.64,Nicholas,Mcmahon,M,"2123 Jonathan Falls Suite 753",Heiskell,TN,"37754",36.115000,-84.043800,4729,"Geologist, wellsite",1982-04-19,cee82aa4612c8e040054ceca3fc0a54b,37.080061,-84.177650,false,,1742322194481
4658117080136,fraud_Miller-Harris,misc_net,8.92,Dwayne,Martinez,M,"490 Baldwin Alley Apt. 468",Crownpoint,NM,"87313",35.720600,-108.027100,5662,IT consultant,1989-04-08,bd33b5732fc73d9ac4563486aa8b7b77,36.317599,-107.798804,false,,1742322261777
3543299015720986,fraud_Ebert-Daugherty,travel,1.74,Angela,White,F,"137 Adam Dale",Lebanon,VA,"24266",36.880900,-82.095600,9521,"Teacher, English as a foreign language",1977-10-19,e41253dc7b960000d756bc1f67490d7d,37.676271,-81.877224,false,,1742322328094
3541554378551366,fraud_Bogisich Inc,grocery_pos,63.19,Brianna,Wilson,F,"257 Victor Stravenue",Hampton,VA,"23666",37.046200,-76.409600,136895,Accounting technician,1939-09-19,c49edcb6ce1ab3880a929dcbef51c130,36.156939,-76.348003,false,,1742322395125
4958589671582726883,fraud_Halvorson Group,misc_pos,4.37,Aaron,Pena,M,"793 Hooper Tunnel Suite 154",Burke,VA,"22015",38.789400,-77.281800,43102,Health visitor,1950-11-27,"0c243b34646fc84918e5bcbc98539f46",38.303163,-76.856636,false,,1742322461399
213173753804333,"fraud_Quitzon, Green and Bashirian",shopping_pos,5.46,Joseph,Wagner,M,"822 Austin Spur",North Judson,IN,"46366",41.224400,-86.696600,5791,"Doctor, general practice",1959-10-07,ef72d89d12bb6fa8faf9394a81ee217b,40.294942,-86.704450,false,,1742322527759
3573386445588324,fraud_Murray-Smitham,grocery_pos,116.43,Stephanie,Murphy,F,"526 Stacy Walks",Barnard,SD,"57426",45.720500,-98.553400,63,Systems developer,1969-10-30,f9fde5351b00a4be794fe500f06b8906,44.853172,-99.001748,false,,1742322598342
30273037698427,fraud_Dicki Ltd,grocery_net,5.05,Andrew,Patterson,M,"06959 Stephen Branch Suite 246",Thida,AR,"72165",35.576200,-91.453900,111,Careers information officer,2000-06-13,"3731392f641f64ae2cddf073b54e6aef",34.958686,-91.871749,false,,1742322664937
4239436242473,"fraud_Lubowitz, Terry and Stracke",personal_care,37.69,James,Leon,M,"826 Benjamin Stravenue",Alexandria,VA,"22311",38.832000,-77.120000,321490,"Scientist, biomedical",1991-10-04,fab8dc68bfe994ce0f700ea2febd83c6,38.282041,-77.347100,false,,1742322736400
4497913965512794052,fraud_Torp-Lemke,misc_pos,2.02,Scott,Edwards,M,"838 Amy Street Suite 107",Pembroke,NC,"28372",34.690200,-79.183400,14783,Hospital doctor,1955-11-07,"5110550a66062fa7025f5ef53443615a",33.939614,-78.729565,false,,1742322804492
4587657402165341815,fraud_Roob-Okuneva,health_fitness,19.82,Amber,Lewis,F,"6296 John Keys Suite 858",Pembroke Township,IL,"60958",41.064600,-87.591700,2135,"Psychotherapist, child",2004-05-08,"0ee471e88105f39369c241af97857b45",40.905927,-86.860723,false,,1742322870837
3502088871723054,fraud_Pouros-Conroy,shopping_pos,5.31,Scott,Martin,M,"31472 Cody Place Suite 740",Kensington,MD,"20895",39.029800,-77.079300,19054,Operations geologist,1976-09-08,"56fff44bb9ada686139096586996a3d8",38.666363,-76.903695,false,,1742322937733
38530489946071,fraud_Pouros-Conroy,shopping_pos,2034.11,Laura,Johns,F,"95835 Garcia Rue",Arcadia,SC,"29320",34.957200,-81.991600,530,Animal technologist,1989-05-14,f9ef20a3003792c11b1e46543d92dc40,35.225151,-81.396284,false,,1742323004380
377654590313960,fraud_Wilkinson Ltd,entertainment,206.67,Lawrence,Davis,M,"7421 Serrano Lane Apt. 580",Powell,TN,"37849",36.043500,-84.040000,25459,"Teacher, special educational needs",1969-02-22,"6606a5676b17e1ced5eacb8ac84ebc2e",36.299986,-83.357099,false,,1742323071582
3591919803438423,fraud_Jaskolski-Dibbert,grocery_net,50.21,Brian,Williams,M,"32941 Krystal Mill Apt. 552",Titusville,FL,"32780",28.569700,-80.819100,54767,Set designer,1987-07-25,a7eaf50ca5fba29811c4542a80b2bc5e,27.926502,-80.969878,false,,1742323138777
3592931352252641,fraud_Eichmann-Russel,misc_pos,9.07,Dylan,Garcia,M,"923 Jordan Road",Afton,MN,"55001",44.869600,-92.823400,2916,Barrister's clerk,1935-06-29,"5fce967bdd25a7daf83721014222bdbf",44.790015,-92.106080,false,,1742323205167
4560395181594436016,"fraud_Lehner, Reichert and Mills",misc_pos,31.11,Angela,Taylor,F,"6343 Ramirez Skyway Apt. 518",Lakeport,CA,"95453",39.047000,-122.932800,11256,Podiatrist,1972-10-18,"11c20a93373ed29e27c8e82d9a8137c6",39.443026,-122.354546,false,,1742323271667
4992346398065154184,fraud_Heaney-Marquardt,entertainment,3.83,Benjamin,Kim,M,"920 Patrick Light",Mc Nabb,IL,"61335",41.173000,-89.218700,532,Audiological scientist,1956-01-09,"92314954ac8b1f2a26af8e146ba5536e",40.544174,-88.325054,false,,1742323339004
30364087349027,"fraud_O'Connell, Botsford and Hand",home,28.39,Samuel,Sandoval,M,"0005 Morrison Land",Mounds,OK,"74047",35.889600,-96.088700,7163,Fitness centre manager,1982-02-05,ad88cd3b8fcf9b1bb2f54c157c715253,35.387581,-96.974571,false,,1742323405268
4861310130652566408,fraud_Lockman Ltd,grocery_pos,216.53,Ashley,Cruz,F,"65417 Walsh Radial Suite 691",Saint Amant,LA,"70774",30.238500,-90.843500,10076,"Surveyor, rural practice",1977-12-16,"678905c8125bac9a18a6154e84cfd7c3",29.906382,-90.007508,false,,1742323472563
30197398657930,"fraud_McDermott, Osinski and Morar",home,25.25,April,Johnson,F,"9727 Deleon Mountain",Creedmoor,NC,"27522",36.112400,-78.647600,12335,Chief Strategy Officer,1987-09-19,"28286a60b19c31b5fa0887a064a15e61",35.438015,-78.798344,false,,1742323540341
630484879808,fraud_Ebert-Daugherty,travel,521.00,Ian,Patton,M,"8088 Sherman Radial Suite 689",Helm,CA,"93627",36.499200,-120.093600,123,Early years teacher,1973-02-07,"185632ea3b6377085fa3ad84b67db412",35.792740,-119.527748,false,,1742323607370
3573386445588324,fraud_Dickinson Ltd,personal_care,35.94,Stephanie,Murphy,F,"526 Stacy Walks",Barnard,SD,"57426",45.720500,-98.553400,63,Systems developer,1969-10-30,"072a569b48f7e029ae10074c992c50f2",45.491588,-98.765991,false,,1742323679062
4292902571056973207,fraud_Hamill-Daugherty,misc_net,62.83,Jeffrey,Smith,M,"135 Joseph Mountains",Sula,MT,"59871",45.843300,-113.874800,218,"Therapist, horticultural",1995-08-16,c5fb3ae256505cdfae9e1e756335b049,45.062587,-113.745940,false,,1742323745783
6538441737335434,fraud_Conroy-Emard,food_dining,4.66,Gina,Grimes,F,"444 Robert Mews",Clarks Mills,PA,"16114",41.385100,-80.175200,606,Energy manager,1997-09-22,e0540f9242629fe20950845b58475cac,40.685252,-80.981050,false,,1742323812487
4488258847705225890,fraud_Labadie LLC,personal_care,58.03,Jessica,Shaw,F,"5745 Blair Locks",West Columbia,SC,"29170",33.956800,-81.140500,52126,Chemical engineer,1929-08-23,db19a7bc1d4ab1c065ca555fde3000d5,34.941962,-80.532084,false,,1742323878964
